,returns,lengths,speeds,action_probs,loss
70,40.85937499999997,51.875,18.633226871334813,[1. 0. 0. 0. 0.],0.69068325
71,31.74479166666665,40.625,17.959486045850397,[1. 0. 0. 0. 0.],0.69068325
72,36.40104166666664,46.375,18.39622889174136,[1. 0. 0. 0. 0.],0.69068325
73,32.63541666666665,41.75,18.123169862973192,[1. 0. 0. 0. 0.],0.69068325
74,41.2552083333333,52.375,18.72825731690619,[1. 0. 0. 0. 0.],0.69068325
75,32.93229166666665,42.125,18.29494393904313,[1. 0. 0. 0. 0.],0.69068325
76,38.57812499999998,49.125,18.716242609286894,[1. 0. 0. 0. 0.],0.69068325
77,41.34895833333331,52.625,18.694294000401477,[1. 0. 0. 0. 0.],0.69068325
78,47.6927083333333,60.375,19.159212514843176,[1. 0. 0. 0. 0.],0.69068325
79,40.458333333333314,51.5,18.679738706171946,[1. 0. 0. 0. 0.],0.69068325
80,38.56770833333332,49.375,18.907434011501607,[1. 0. 0. 0. 0.],0.69068325
81,37.286458333333314,47.625,18.806012004342957,[1. 0. 0. 0. 0.],0.69068325
82,31.734374999999993,40.875,18.374920995343114,[1. 0. 0. 0. 0.],0.69068325
83,33.12499999999999,42.5,18.311440202778172,[1. 0. 0. 0. 0.],0.69068325
84,32.92708333333332,42.25,18.153351787250624,[1. 0. 0. 0. 0.],0.69068325
85,37.88541666666664,48.25,18.563987515960726,[1. 0. 0. 0. 0.],0.69068325
86,27.58333333333332,35.5,17.862601769666476,[1. 0. 0. 0. 0.],0.69068325
87,32.33854166666665,41.375,18.171834560966914,[1. 0. 0. 0. 0.],0.69068325
88,40.56249999999997,51.5,18.545573384102834,[1. 0. 0. 0. 0.],0.69068325
89,31.44270833333332,40.375,18.312451506804436,[1. 0. 0. 0. 0.],0.69068325
90,27.78124999999999,35.75,17.74098266274789,[1. 0. 0. 0. 0.],0.69068325
91,41.74479166666664,53.125,18.764969469240878,[1. 0. 0. 0. 0.],0.69068325
92,28.963541666666657,37.375,18.103792611635015,[1. 0. 0. 0. 0.],0.69068325
93,32.72916666666666,42.0,18.38675959696441,[1. 0. 0. 0. 0.],0.69068325
94,35.51041666666664,45.25,18.17471400382661,[1. 0. 0. 0. 0.],0.69068325
95,33.22916666666664,42.5,18.331928375436718,[1. 0. 0. 0. 0.],0.69068325
96,35.50520833333332,45.375,18.50338843541455,[1. 0. 0. 0. 0.],0.69068325
97,34.020833333333314,43.5,18.40478913306739,[1. 0. 0. 0. 0.],0.69068325
98,35.99479166666666,46.125,18.701421553881246,[1. 0. 0. 0. 0.],0.69068325
99,46.89583333333331,59.5,19.156600111077786,[1. 0. 0. 0. 0.],0.69068325
100,30.947916666666654,39.75,18.44705089719357,[1. 0. 0. 0. 0.],0.69068325
101,27.187499999999986,35.0,17.819060896776087,[1. 0. 0. 0. 0.],0.69068325
102,33.32291666666664,42.75,18.44282544682365,[1. 0. 0. 0. 0.],0.69068325
103,30.947916666666654,39.75,18.30414603264385,[1. 0. 0. 0. 0.],0.69068325
104,40.161458333333314,51.125,18.889659700675214,[1. 0. 0. 0. 0.],0.69068325
105,39.16666666666665,50.0,18.914851486908265,[1. 0. 0. 0. 0.],0.69068325
106,34.51041666666666,44.25,18.756516154967372,[1. 0. 0. 0. 0.],0.69068325
107,32.437499999999986,41.5,18.002263716843768,[1. 0. 0. 0. 0.],0.69068325
108,27.67708333333333,35.75,18.227528164868524,[1. 0. 0. 0. 0.],0.69068325
109,39.656249999999986,50.75,18.88577781139408,[1. 0. 0. 0. 0.],0.69068325
110,46.01041666666663,58.25,18.992350065433058,[1. 0. 0. 0. 0.],0.69068325
111,19.55729166666666,25.625,17.571855693017444,[1. 0. 0. 0. 0.],0.69068325
112,48.088541666666636,60.875,19.173018840628515,[1. 0. 0. 0. 0.],0.69068325
113,39.96874999999997,50.75,18.414798460192465,[1. 0. 0. 0. 0.],0.69068325
114,40.85937499999997,51.875,18.633226871334813,[1. 0. 0. 0. 0.],0.69068325
115,42.73958333333331,54.25,18.889167939499664,[1. 0. 0. 0. 0.],0.69068325
116,25.401041666666657,32.875,17.74677878879091,[1. 0. 0. 0. 0.],0.69068325
117,30.65104166666665,39.375,18.027191482700765,[1. 0. 0. 0. 0.],0.69068325
118,45.60937499999997,57.875,19.043974066178183,[1. 0. 0. 0. 0.],0.69068325
119,16.583333333333332,22.0,17.640030605824297,[1. 0. 0. 0. 0.],0.69068325
120,36.989583333333314,47.25,18.589499721516958,[1. 0. 0. 0. 0.],0.69068325
121,36.895833333333314,47.0,18.467557199329956,[1. 0. 0. 0. 0.],0.69068325
122,44.12499999999997,56.0,18.948800172037615,[1. 0. 0. 0. 0.],0.69068325
123,35.499999999999986,45.5,18.690446380360626,[1. 0. 0. 0. 0.],0.69068325
124,27.874999999999993,36.0,18.27235523756966,[1. 0. 0. 0. 0.],0.69068325
125,36.79166666666665,47.0,18.363487548848504,[1. 0. 0. 0. 0.],0.69068325
126,39.17187499999998,49.875,18.668732714313865,[1. 0. 0. 0. 0.],0.69068325
127,39.07291666666664,49.75,18.636577255780246,[1. 0. 0. 0. 0.],0.69068325
128,27.385416666666654,35.25,17.81000107221437,[1. 0. 0. 0. 0.],0.69068325
129,26.39583333333332,34.0,17.53006106425321,[1. 0. 0. 0. 0.],0.69068325
130,30.057291666666654,38.625,18.140528192141755,[1. 0. 0. 0. 0.],0.69068325
131,25.69791666666666,33.25,17.89820716889489,[1. 0. 0. 0. 0.],0.69068325
132,28.760416666666664,37.25,18.241957898606586,[1. 0. 0. 0. 0.],0.69068325
133,30.94791666666665,39.75,18.31057161440007,[1. 0. 0. 0. 0.],0.69068325
134,33.723958333333314,43.125,18.22278146192147,[1. 0. 0. 0. 0.],0.69068325
135,32.833333333333314,42.0,18.225353020986496,[1. 0. 0. 0. 0.],0.69068325
136,30.749999999999993,39.5,18.01665070757104,[1. 0. 0. 0. 0.],0.69068325
137,30.749999999999986,39.5,18.14591389080054,[1. 0. 0. 0. 0.],0.69068325
138,43.23437499999997,54.875,18.815071688396344,[1. 0. 0. 0. 0.],0.69068325
139,32.333333333333314,41.5,18.28106469503168,[1. 0. 0. 0. 0.],0.69068325
140,35.51041666666664,45.25,18.209003742357616,[1. 0. 0. 0. 0.],0.69068325
141,34.020833333333314,43.5,18.32365269429888,[1. 0. 0. 0. 0.],0.69068325
142,42.833333333333314,54.5,19.041741242929795,[1. 0. 0. 0. 0.],0.69068325
143,34.312499999999986,44.0,18.20361015449592,[1. 0. 0. 0. 0.],0.69068325
144,33.718749999999986,43.25,18.687700507652274,[1. 0. 0. 0. 0.],0.69068325
145,43.130208333333314,54.875,19.04669294986564,[1. 0. 0. 0. 0.],0.69068325
146,47.89062499999997,60.625,19.16859575908665,[1. 0. 0. 0. 0.],0.69068325
147,32.63541666666664,41.75,18.228883067307905,[1. 0. 0. 0. 0.],0.69068325
148,42.04687499999997,53.375,18.760401143035725,[1. 0. 0. 0. 0.],0.69068325
149,36.99479166666664,47.125,18.331495751378405,[1. 0. 0. 0. 0.],0.69068325
150,41.2552083333333,52.375,18.656207549754882,[1. 0. 0. 0. 0.],0.69068325
151,36.79687499999997,46.875,18.423890180575782,[1. 0. 0. 0. 0.],0.69068325
152,33.328124999999986,42.625,18.30159449805531,[1. 0. 0. 0. 0.],0.69068325
153,26.682291666666664,34.625,18.399359066507646,[1. 0. 0. 0. 0.],0.69068325
154,32.624999999999986,42.0,18.346479102129237,[1. 0. 0. 0. 0.],0.69068325
155,44.02604166666664,55.875,18.99601113349219,[1. 0. 0. 0. 0.],0.69068325
156,20.249999999999993,26.5,17.30033401057686,[1. 0. 0. 0. 0.],0.69068325
157,35.10937499999998,44.875,18.243784673041382,[1. 0. 0. 0. 0.],0.69068325
158,41.05729166666664,52.125,18.64850291990277,[1. 0. 0. 0. 0.],0.69068325
159,26.291666666666657,34.0,18.130416824845312,[1. 0. 0. 0. 0.],0.69068325
160,31.23958333333333,40.25,18.22177028393514,[1. 0. 0. 0. 0.],0.69068325
161,39.859374999999986,50.875,18.877703756470183,[1. 0. 0. 0. 0.],0.69068325
162,36.10416666666664,46.0,18.387684084109356,[1. 0. 0. 0. 0.],0.69068325
163,36.49999999999998,46.5,18.27208654280469,[1. 0. 0. 0. 0.],0.69068325
164,29.56249999999999,38.0,18.020713455188048,[1. 0. 0. 0. 0.],0.69068325
165,47.6927083333333,60.375,19.159212514843176,[1. 0. 0. 0. 0.],0.69068325
166,40.26562499999997,51.125,18.489016231902937,[1. 0. 0. 0. 0.],0.69068325
167,42.64062499999997,54.125,18.891176066946095,[1. 0. 0. 0. 0.],0.69068325
168,27.67708333333332,35.75,18.052389046120503,[1. 0. 0. 0. 0.],0.69068325
169,29.359374999999993,37.875,18.41659915915672,[1. 0. 0. 0. 0.],0.69068325
170,35.49999999999998,45.5,18.46439437032287,[1. 0. 0. 0. 0.],0.69068325
171,36.895833333333314,47.0,18.421876040531828,[1. 0. 0. 0. 0.],0.69068325
172,43.82291666666664,55.75,18.820084111616463,[1. 0. 0. 0. 0.],0.69068325
173,39.067708333333314,49.875,18.710243383832978,[1. 0. 0. 0. 0.],0.69068325
174,42.83854166666664,54.375,18.944153189080772,[1. 0. 0. 0. 0.],0.69068325
175,38.374999999999986,49.0,18.860402660901805,[1. 0. 0. 0. 0.],0.69068325
176,33.52604166666665,42.875,18.287877878342073,[1. 0. 0. 0. 0.],0.69068325
177,28.968749999999986,37.25,17.75397604376315,[1. 0. 0. 0. 0.],0.69068325
178,34.015624999999986,43.625,18.53531829593658,[1. 0. 0. 0. 0.],0.69068325
179,41.15104166666664,52.375,18.72812525564249,[1. 0. 0. 0. 0.],0.69068325
180,35.505208333333314,45.375,18.4449465072459,[1. 0. 0. 0. 0.],0.69068325
181,37.880208333333314,48.375,18.606295010324317,[1. 0. 0. 0. 0.],0.69068325
182,31.739583333333318,40.75,18.157199419702053,[1. 0. 0. 0. 0.],0.69068325
183,34.41666666666665,44.0,18.426011238989084,[1. 0. 0. 0. 0.],0.69068325
184,34.317708333333314,43.875,18.466874460849617,[1. 0. 0. 0. 0.],0.69068325
185,37.489583333333314,47.75,18.559169791956407,[1. 0. 0. 0. 0.],0.69068325
186,29.765624999999986,38.125,17.722630728718876,[1. 0. 0. 0. 0.],0.69068325
187,35.99999999999997,46.0,18.52306580747159,[1. 0. 0. 0. 0.],0.69068325
188,30.052083333333325,38.75,18.047167248303875,[1. 0. 0. 0. 0.],0.69068325
189,43.82812499999997,55.625,18.763933302818177,[1. 0. 0. 0. 0.],0.69068325
190,33.82291666666664,43.25,18.33326124624405,[1. 0. 0. 0. 0.],0.69068325
191,36.20312499999997,46.125,18.317819106570198,[1. 0. 0. 0. 0.],0.69068325
192,35.30729166666665,45.125,18.501010421594465,[1. 0. 0. 0. 0.],0.69068325
193,34.906249999999986,44.75,18.45725776828426,[1. 0. 0. 0. 0.],0.69068325
194,39.067708333333314,49.875,18.883531265606514,[1. 0. 0. 0. 0.],0.69068325
195,23.911458333333325,31.125,17.801918618632367,[1. 0. 0. 0. 0.],0.69068325
196,28.968749999999986,37.25,17.940824717819346,[1. 0. 0. 0. 0.],0.69068325
197,35.49999999999999,45.5,18.59975428952517,[1. 0. 0. 0. 0.],0.69068325
198,47.9895833333333,60.75,19.168808407814762,[1. 0. 0. 0. 0.],0.69068325
199,44.02604166666664,55.875,19.036914304252228,[1. 0. 0. 0. 0.],0.69068325
