,returns,lengths,speeds,action_probs,actor_loss,critic_loss
0,48.22603114829672,94.552,18.101156490566215,[0.98535156 0.         0.         0.         0.01464844],0.12795007,0.19627649
1,42.59025508710505,88.36336336336336,17.226527934130083,[0.51757812 0.         0.26757812 0.21386719 0.00097656],0.026735395,0.18998426
2,37.19382782918443,84.3274647887324,14.395394605956815,[0.0234375  0.         0.92285156 0.05371094 0.        ],0.019431338,0.18563224
3,53.34577550167751,95.9375,17.657984336540533,[0.03710938 0.         0.94921875 0.         0.01367188],0.051918976,0.19205344
4,91.67478287565457,128.0,20.70561464067147,[0.23632812 0.         0.28320312 0.         0.48046875],0.067857064,0.17274943
5,45.0509400467978,89.86636971046771,18.33161395576407,[0.41210938 0.23632812 0.25683594 0.09472656 0.        ],0.022556461,0.18064609
6,49.5332380992228,92.37931034482759,17.37436146103096,[0.         0.93945312 0.03027344 0.02148438 0.00878906],0.030980997,0.17860448
7,22.442644635141892,78.75221238938053,12.523584933906513,[0.40527344 0.         0.         0.         0.59472656],-0.069364086,0.17269972
8,89.78627594627562,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.08827399,0.18082449
9,91.20849816849784,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.039454624,0.17144062
10,76.81229666483017,108.49,21.751527125045197,[0.         0.50292969 0.49707031 0.         0.        ],-0.030594401,0.18005946
11,92.49076266621194,128.0,20.81272536057675,[0.33203125 0.         0.         0.         0.66796875],-0.08889762,0.1762537
12,95.93107255371945,128.0,21.974212311126315,[0.49902344 0.         0.         0.         0.50097656],-0.17857607,0.18827638
13,60.75863090468549,103.0625,20.132436457415128,[0.30859375 0.         0.         0.         0.69140625],-0.1620684,0.17736763
14,93.24354700854629,128.0,20.76389723557684,[0.13574219 0.         0.         0.         0.86425781],-0.09439378,0.18063906
15,88.58627593733243,128.0,20.432177195182035,[0.24511719 0.         0.         0.         0.75488281],-0.093206026,0.17806564
16,31.99041648773714,84.72277227722772,14.86150304649772,[0.36816406 0.         0.         0.         0.63183594],-0.14744118,0.17872947
17,92.22410249932784,128.0,21.081280029099965,[0.2265625 0.        0.        0.        0.7734375],-0.11501111,0.17270003
18,80.10987608080234,118.625,21.15758543351508,[0.1171875 0.        0.        0.        0.8828125],-0.14602937,0.17879733
19,32.20090127364414,81.73831775700934,13.604676936308914,[0.00097656 0.         0.53320312 0.         0.46582031],-0.02063734,0.18241811
20,89.0751648351645,128.0,20.158739697802105,[0.0234375 0.        0.        0.        0.9765625],-0.043405674,0.17969379
21,93.0549463710282,128.0,21.432842523039284,[0.43164062 0.         0.         0.         0.56835938],-0.062061843,0.17723584
22,91.20849816849784,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.16579878,0.17353378
23,90.4296581196578,128.0,20.76389723557684,[0.34863281 0.         0.         0.         0.65136719],-0.19745809,0.17843011
24,88.15849816849759,128.0,20.202685010302034,[0.01757812 0.         0.         0.         0.98242188],-0.12679261,0.17387792
25,91.91960927960898,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.08766201,0.17401706
26,92.11404714958536,128.0,20.632370584188426,[0.21875 0.      0.      0.      0.78125],-0.16502118,0.17321089
27,92.27516483516453,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.17628041,0.17391336
28,90.49738705738673,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.24414864,0.17924125
29,91.56405372405342,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.2593449,0.18051201
30,89.43072039072007,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.21020764,0.17519245
31,89.43072039072005,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.14466926,0.17031398
32,90.14183150183118,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.15095538,0.17759517
33,89.9584981638756,128.0,20.41752875894793,[0.09863281 0.         0.         0.         0.90136719],-0.23492236,0.17278978
34,90.49738705738673,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.27118307,0.18365297
35,88.3640537240534,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.19760656,0.17118892
36,91.5640537240534,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.20484403,0.17567915
37,89.43072039072007,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.13805087,0.17003426
38,88.00849816849782,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.2039434,0.17375413
39,92.54148661145884,128.0,20.861763655700834,[0.140625 0.       0.       0.       0.859375],-0.1860055,0.1769429
40,90.49738705738673,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.17478818,0.17162332
41,86.58627594627563,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.24074532,0.17697978
42,90.85294261294231,128.0,20.158739697802105,[0.00878906 0.         0.         0.         0.99121094],-0.19923879,0.17545347
43,90.85294261294231,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.20486629,0.17582706
44,89.78627594627562,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.28503305,0.17577016
45,92.2751648351645,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.22750047,0.17066194
46,36.55848523608574,91.18181818181819,14.080955632326368,[0.0078125 0.        0.        0.        0.9921875],-0.22936365,0.17805162
47,89.78627594627561,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.2529931,0.17706795
48,90.49738705738676,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.275758,0.16507325
49,91.56405372405342,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.2506814,0.16418809
50,88.3640537240534,128.0,20.158739697802105,[0.00390625 0.         0.         0.         0.99609375],-0.29340273,0.16874282
51,88.00849816849785,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.33993226,0.17424949
52,90.8529426129423,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.29257566,0.17152378
53,89.78627594627562,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.34873354,0.17785059
54,90.14183150183118,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.3811602,0.17589311
55,93.34183150183121,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.35140455,0.16709723
56,27.776806685333653,84.72277227722772,12.376623004697896,[0.02636719 0.         0.         0.         0.97363281],-0.35284954,0.17364402
57,88.71960927960896,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.34314844,0.17337966
58,90.14183150183118,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.3252326,0.16758351
59,90.49738705738675,128.0,20.158739697802105,[0. 0. 0. 0. 1.],-0.35356516,0.17069028
