,returns,lengths,speeds,action_probs,loss
156,104.46111111111114,123.5,25.0,[0. 1. 0. 0. 0.],0.40905732
157,99.30868055555541,120.125,24.99780547752809,[0. 1. 0. 0. 0.],0.40905732
158,101.18888888888884,122.875,25.0,[0. 1. 0. 0. 0.],0.40905732
159,84.00694444444434,101.25,24.989286319212816,[0. 1. 0. 0. 0.],0.40905732
160,84.66701388888885,104.375,24.996448863636363,[0. 1. 0. 0. 0.],0.40905732
161,99.38923611111105,118.625,24.997877038043477,[0. 1. 0. 0. 0.],0.40905732
162,88.85659722222215,105.75,24.98888826688962,[0. 1. 0. 0. 0.],0.40905732
163,83.98680555555552,100.875,24.991927083333334,[0. 1. 0. 0. 0.],0.40905732
164,95.57256944444433,114.5,24.993896484375,[0. 1. 0. 0. 0.],0.40905732
165,87.80937499999985,105.625,24.98882616575235,[0. 1. 0. 0. 0.],0.40905732
166,90.55347222222207,107.25,24.992845695970697,[0. 1. 0. 0. 0.],0.40905732
167,93.65034722222214,113.25,24.997127757352942,[0. 1. 0. 0. 0.],0.40905732
168,96.81770833333326,117.75,24.994612331952695,[0. 1. 0. 0. 0.],0.40905732
169,80.30590277777777,95.5,24.997965494791664,[0. 1. 0. 0. 0.],0.40905732
170,94.71145833333328,114.375,24.99827157079646,[0. 1. 0. 0. 0.],0.40905732
171,109.15555555555538,128.0,25.0,[0. 1. 0. 0. 0.],0.40905732
172,96.48888888888878,116.375,25.0,[0. 1. 0. 0. 0.],0.40905732
173,83.47048611111106,100.375,24.99160097329863,[0. 1. 0. 0. 0.],0.40905732
174,104.5722222222221,126.5,25.0,[0. 1. 0. 0. 0.],0.40905732
175,89.35868055555547,109.0,24.99817464953271,[0. 1. 0. 0. 0.],0.40905732
176,99.37256944444434,119.75,24.998007015306122,[0. 1. 0. 0. 0.],0.40905732
177,90.51145833333314,108.125,24.994081439393938,[0. 1. 0. 0. 0.],0.40905732
178,75.74479166666666,91.5,24.997588734567902,[0. 1. 0. 0. 0.],0.40905732
179,89.70555555555543,105.75,25.0,[0. 1. 0. 0. 0.],0.40905732
180,90.76770833333327,109.25,24.99001696218852,[0. 1. 0. 0. 0.],0.40905732
181,91.89756944444431,111.25,24.997588734567902,[0. 1. 0. 0. 0.],0.40905732
182,79.0475694444443,97.625,24.998066212871286,[0. 1. 0. 0. 0.],0.40905732
183,80.61215277777765,98.25,24.98633169292661,[0. 1. 0. 0. 0.],0.40905732
184,86.32569444444437,104.375,24.993847812001597,[0. 1. 0. 0. 0.],0.40905732
185,99.26736111111106,118.125,24.994739757684115,[0. 1. 0. 0. 0.],0.40905732
186,91.78611111111098,108.25,25.0,[0. 1. 0. 0. 0.],0.40905732
187,91.99479166666667,112.125,24.9969482421875,[0. 1. 0. 0. 0.],0.40905732
188,98.12256944444437,117.625,24.99724911971831,[0. 1. 0. 0. 0.],0.40905732
189,90.44270833333329,110.0,24.994117000626243,[0. 1. 0. 0. 0.],0.40905732
190,82.01736111111103,97.0,24.992642570631325,[0. 1. 0. 0. 0.],0.40905732
191,88.21701388888884,105.625,24.994255514705884,[0. 1. 0. 0. 0.],0.40905732
192,101.88402777777776,123.625,24.99646138198885,[0. 1. 0. 0. 0.],0.40905732
193,79.00347222222214,94.875,24.990552243444846,[0. 1. 0. 0. 0.],0.40905732
194,87.89548611111105,106.375,24.98999291723901,[0. 1. 0. 0. 0.],0.40905732
195,102.10902777777767,122.125,24.99614101791454,[0. 1. 0. 0. 0.],0.40905732
196,96.51180555555557,114.5,24.99561121875751,[0. 1. 0. 0. 0.],0.40905732
197,99.13402777777773,120.875,24.996000495215064,[0. 1. 0. 0. 0.],0.40905732
198,86.31770833333326,103.75,24.993804639330648,[0. 1. 0. 0. 0.],0.40905732
199,93.05868055555558,111.5,24.99813988095238,[0. 1. 0. 0. 0.],0.40905732
